Series Name,Series Code,Country Name,Country Code,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Singapore,SGP,81.74390244,81.99512195,82.24634146,82.49512195,82.74390244,82.84634146,83.09512195,83.29756098,83.49756098,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Sint Maarten (Dutch part),SXM,..,73.05365854,..,77.06829268,77.2195122,78.29268293,..,..,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Slovak Republic,SVK,75.95853659,76.1097561,76.41219512,76.81219512,76.56341463,77.16585366,77.16585366,77.26585366,77.47073171,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Slovenia,SVN,79.97073171,80.12439024,80.32195122,81.07804878,80.77560976,81.17560976,81.02926829,81.37804878,81.2804878,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Solomon Islands,SLB,70.985,71.296,71.601,71.896,72.173,72.424,72.645,72.835,72.996,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Somalia,SOM,54.342,54.713,55.104,55.509,55.92,56.324,56.709,57.068,57.397,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,South Africa,ZAF,58.895,60.06,61.099,61.968,62.649,63.153,63.538,63.857,64.131,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,South Sudan,SSD,55.325,55.791,56.2,56.552,56.855,57.12,57.365,57.604,57.846,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Spain,ESP,82.47560976,82.42682927,83.07804878,83.22926829,82.83170732,83.32926829,83.28292683,83.43170732,83.48536585,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Sri Lanka,LKA,75.614,75.796,75.974,76.147,76.316,76.482,76.648,76.812,76.978,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,St. Kitts and Nevis,KNA,..,..,..,..,..,..,..,..,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,St. Lucia,LCA,74.993,75.138,75.286,75.44,75.596,75.752,75.907,76.057,76.203,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,St. Martin (French part),MAF,78.72195122,78.87317073,79.02195122,79.17317073,79.32195122,79.52195122,79.62195122,79.82195122,79.97317073,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,St. Vincent and the Grenadines,VCT,71.827,71.879,71.939,72.01,72.095,72.193,72.3,72.415,72.534,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Sudan,SDN,63.171,63.542,63.875,64.169,64.429,64.663,64.881,65.095,65.311,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Suriname,SUR,70.676,70.851,71.002,71.133,71.249,71.358,71.463,71.57,71.682,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Sweden,SWE,81.80243902,81.70487805,81.95609756,82.25365854,82.20487805,82.30731707,82.4097561,82.55853659,82.95853659,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Switzerland,CHE,82.69512195,82.69756098,82.79756098,83.19756098,82.89756098,83.60243902,83.55121951,83.75365854,83.70487805,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Syrian Arab Republic,SYR,71.27,70.55,70.049,69.821,69.908,70.315,70.967,71.779,72.697,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Tajikistan,TJK,69.055,69.34,69.609,69.874,70.137,70.397,70.647,70.879,71.097,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Tanzania,TZA,59.525,60.47,61.398,62.288,63.111,63.844,64.479,65.015,65.456,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Thailand,THA,74.593,74.992,75.378,75.747,76.091,76.403,76.683,76.931,77.15,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Timor-Leste,TLS,67.477,67.72,67.953,68.197,68.459,68.735,69.007,69.26,69.495,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Togo,TGO,58.092,58.661,59.16,59.58,59.927,60.22,60.489,60.76,61.042,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Tonga,TON,70.148,70.242,70.335,70.427,70.517,70.607,70.701,70.801,70.907,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Trinidad and Tobago,TTO,72.17,72.382,72.582,72.768,72.941,73.1,73.245,73.38,73.507,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Tunisia,TUN,75.206,75.376,75.552,75.734,75.922,76.115,76.31,76.505,76.699,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Turkey,TUR,74.944,75.373,75.784,76.172,76.532,76.86,77.161,77.437,77.691,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Turkmenistan,TKM,66.928,67.167,67.375,67.552,67.704,67.835,67.956,68.073,68.191,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Turks and Caicos Islands,TCA,..,..,..,..,..,..,..,..,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Tuvalu,TUV,..,..,..,..,..,..,..,..,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Uganda,UGA,58.087,59.017,59.881,60.669,61.373,61.986,62.516,62.973,63.368,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Ukraine,UKR,70.80926829,70.94414634,71.1595122,71.18658537,71.1895122,71.47634146,71.78097561,71.58268293,71.82731707,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,United Arab Emirates,ARE,76.521,76.711,76.903,77.095,77.285,77.47,77.647,77.814,77.972,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,United Kingdom,GBR,80.95121951,80.90487805,81.00487805,81.30487805,80.95609756,81.15609756,81.25609756,81.25609756,81.20487805,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,United States,USA,78.64146341,78.74146341,78.74146341,78.84146341,78.6902439,78.53902439,78.53902439,78.63902439,78.78780488,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Uruguay,URY,76.882,77.004,77.124,77.244,77.369,77.498,77.632,77.77,77.911,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Uzbekistan,UZB,69.91,70.155,70.41,70.671,70.928,71.171,71.388,71.573,71.725,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Vanuatu,VUT,69.272,69.421,69.57,69.719,69.869,70.021,70.172,70.323,70.474,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,"Venezuela, RB",VEN,73.11,73.037,72.918,72.762,72.584,72.405,72.246,72.128,72.064,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Vietnam,VNM,74.904,74.958,75.006,75.056,75.11,75.172,75.241,75.317,75.4,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Virgin Islands (U.S.),VIR,78.31707317,78.51707317,78.71707317,78.86829268,79.01707317,79.16829268,79.36829268,79.5195122,79.66829268,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,West Bank and Gaza,PSE,72.915,73.041,73.17,73.303,73.442,73.589,73.74,73.895,74.053,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,"Yemen, Rep.",YEM,65.768,65.92,66.016,66.066,66.085,66.087,66.086,66.096,66.125,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Zambia,ZMB,57.126,58.502,59.746,60.831,61.737,62.464,63.043,63.51,63.886,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Zimbabwe,ZWE,52.896,55.032,56.897,58.41,59.534,60.294,60.812,61.195,61.49,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Africa Eastern and Southern,AFE,59.35359492,60.18556105,60.95336296,61.64736659,62.25928837,62.78768149,63.24626353,63.64898804,64.00519747,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Africa Western and Central,AFW,54.64999813,55.13894432,55.61898641,56.08826904,56.54200914,56.97476115,57.3823627,57.76234679,58.11572272,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Arab World,ARB,70.52876168,70.7037978,70.8822177,71.06426877,71.24957097,71.43654717,71.62267043,71.80707511,71.98970937,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Caribbean small states,CSS,72.79529509,72.91180938,73.03013854,73.15059179,73.2730249,73.39595799,73.51748995,73.63710628,73.75473231,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Central Europe and the Baltics,CEB,75.88847488,75.9934886,76.35516299,76.67562361,76.57187776,76.96981142,76.94744264,76.97682268,77.14410292,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Early-demographic dividend,EAR,68.43890413,68.80320526,69.1451634,69.46091897,69.74850623,70.01123507,70.2542347,70.48323834,70.70120132,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,East Asia & Pacific,EAS,74.26594882,74.56212909,74.84821672,75.12518901,75.39259466,75.63558325,75.86603308,76.06886392,76.26243391,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,East Asia & Pacific (excluding high income),EAP,73.35512056,73.64529838,73.93437855,74.22047338,74.49622774,74.75561089,74.99494391,75.21050112,75.40250587,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,East Asia & Pacific (IDA & IBRD countries),TEA,73.3973078,73.68548502,73.97309952,74.25837169,74.53395225,74.79361106,75.0333507,75.24921745,75.44133627,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Euro area,EMU,81.23282485,81.22715818,81.51232872,81.9429827,81.5692291,81.95454532,81.93231636,82.0598817,82.03854822,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Europe & Central Asia,ECS,76.4599787,76.6233616,76.9556184,77.28278569,77.24067802,77.5955353,77.78843132,77.91015258,78.03128034,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Europe & Central Asia (excluding high income),ECA,71.36997055,71.73476082,72.17342436,72.39365767,72.70711506,73.06201085,73.50941417,73.67542874,73.93540012,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Europe & Central Asia (IDA & IBRD countries),TEC,71.88014587,72.21330724,72.63095661,72.88173241,73.14800622,73.50744917,73.90106572,74.0394738,74.29803698,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,European Union,EUU,80.13777291,80.15688817,80.46374092,80.87044756,80.56680714,80.94986464,80.93083864,81.03490546,81.06384682,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Fragile and conflict affected situations,FCS,59.57662201,60.01624452,60.44007285,60.84346476,61.22104656,61.57030792,61.892848,62.19424904,62.48008834,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Heavily indebted poor countries (HIPC),HPC,59.52887102,60.16656535,60.77033533,61.33431413,61.85295289,62.32328464,62.74867177,63.13499116,63.48645533,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,High income,HIC,80.06776615,80.18677394,80.36478186,80.62339128,80.49851928,80.64386433,80.68436436,80.78733976,80.88736686,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,IBRD only,IBD,71.50942365,71.82726387,72.14220282,72.42729011,72.69619558,72.95509526,73.20066055,73.405003,73.60672776,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,IDA & IBRD total,IBT,69.1268154,69.45797859,69.78232002,70.07865467,70.35621205,70.6189889,70.86448792,71.07188358,71.27078068,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,IDA blend,IDB,59.66462167,60.09325422,60.50417686,60.89369396,61.25627871,61.58796584,61.8891292,62.16186739,62.40899722,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,IDA only,IDX,62.42255008,62.91158488,63.37674492,63.81780447,64.23192906,64.61689789,64.97338955,65.30456203,65.61334387,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,IDA total,IDA,61.50004542,61.96788628,62.41385382,62.83665693,63.23268056,63.59918453,63.93676168,64.24817977,64.53630894,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Late-demographic dividend,LTE,74.31732534,74.60918305,74.91808628,75.19808018,75.47097315,75.74643497,76.01544259,76.22478353,76.43411323,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Latin America & Caribbean,LCN,74.28311752,74.46145444,74.63279792,74.7990465,74.96168764,75.12202318,75.28208661,75.4408494,75.60149504,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Latin America & Caribbean (excluding high income),LAC,74.15197747,74.34505753,74.53323932,74.71799683,74.89944926,75.07700747,75.25163453,75.42250137,75.59132639,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Latin America & the Caribbean (IDA & IBRD countries),TLA,74.17297212,74.35526705,74.5302464,74.7001817,74.86655945,75.03055859,75.19428209,75.35732803,75.52038777,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Least developed countries: UN classification,LDC,61.96741724,62.5153219,63.03046034,63.50903191,63.94777733,64.34582964,64.70786161,65.03980124,65.34542124,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Low & middle income,LMY,69.0414792,69.37753829,69.70552698,70.00298999,70.28653312,70.5508693,70.80116546,71.01268733,71.21274878,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Low income,LIC,60.3002394,60.8265643,61.32460358,61.79459416,62.23539883,62.64587188,63.02811995,63.38749938,63.72774921,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Lower middle income,LMC,66.76630503,67.13620535,67.48671794,67.81150661,68.11004773,68.38653249,68.641133,68.86963715,69.08849167,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Middle East & North Africa,MEA,72.73749241,72.93166117,73.13239732,73.32643778,73.51484469,73.71077102,73.89981806,74.08883309,74.27058876,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Middle East & North Africa (excluding high income),MNA,72.2108648,72.4050187,72.60231836,72.80116693,73.00029604,73.19817528,73.39421523,73.5873387,73.77758932,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Middle East & North Africa (IDA & IBRD countries),TMN,72.20270146,72.39759622,72.59565309,72.79524159,72.99505254,73.19351106,73.39007584,73.58362363,73.77423568,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Middle income,MIC,69.91361603,70.24278658,70.5652928,70.85672912,71.1357672,71.39668716,71.64503353,71.85312777,72.05086524,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,North America,NAC,78.92055891,79.03147799,79.04221001,79.13808291,79.01211433,78.8773349,78.87909246,78.98679131,79.12330258,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Not classified,INX,..,..,..,..,..,..,..,..,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,OECD members,OED,79.37988541,79.49704942,79.66195229,79.91185268,79.81127706,79.96029696,80.00460552,80.10453371,80.20508989,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Other small states,OSS,65.02063304,65.71946482,66.33312678,66.89119294,67.40524107,67.83560006,68.22867726,68.54681339,68.82187619,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Pacific island small states,PSS,68.68298504,68.88200361,69.07737595,69.26553985,69.44447786,69.61374205,69.77428325,69.9290488,70.07973149,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Post-demographic dividend,PST,79.95285005,80.08663174,80.26792128,80.52708505,80.39483192,80.54900335,80.59669243,80.69348847,80.79473361,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Pre-demographic dividend,PRE,57.22415595,57.8355568,58.42601985,58.98778122,59.51195887,59.99193225,60.42745654,60.820942,61.17597806,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Small states,SST,66.74565822,67.28395398,67.76504462,68.20538353,68.61401559,68.96043991,69.27900489,69.5410318,69.77084699,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,South Asia,SAS,67.25831619,67.64633754,68.00771543,68.34020332,68.64190072,68.9161581,69.17132773,69.41226994,69.64361743,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,South Asia (IDA & IBRD),TSA,67.25831619,67.64633754,68.00771543,68.34020332,68.64190072,68.9161581,69.17132773,69.41226994,69.64361743,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Sub-Saharan Africa,SSF,57.45600208,58.14957771,58.80138624,59.40479692,59.95283057,60.44239356,60.8800163,61.27303249,61.62744251,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Sub-Saharan Africa (excluding high income),SSA,57.45450696,58.14802592,58.80002042,59.40349335,59.95148449,60.44110945,60.87879141,61.27199431,61.6263562,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Sub-Saharan Africa (IDA & IBRD countries),TSS,57.45600208,58.14957771,58.80138624,59.40479692,59.95283057,60.44239356,60.8800163,61.27303249,61.62744251,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Upper middle income,UMC,73.80762835,74.11667364,74.43358069,74.71144436,74.99410517,75.26263519,75.52997259,75.74112128,75.94306408,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,World,WLD,70.883485,71.17154765,71.46266033,71.74197845,71.94747668,72.18117115,72.38592012,72.56865794,72.74168946,..
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
Data from database: World Development Indicators,,,,,,,,,,,,,
Last Updated: 09/15/2021,,,,,,,,,,,,,
