Series Name,Series Code,Country Name,Country Code,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,France,FRA,14.1,13.7,13.3,13.6,13.6,13.2,13.4,13.6,..,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,French Polynesia,PYF,..,..,..,..,..,..,..,..,..,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Gabon,GAB,..,..,..,..,..,..,33.4,..,..,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,"Gambia, The",GMB,..,..,..,..,48.6,..,..,..,..,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Georgia,GEO,34.1,30,26.2,23.5,21.6,22,21.9,20.1,19.5,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Germany,DEU,16.1,16.1,16.7,16.7,16.5,16.1,16,14.8,..,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Ghana,GHA,..,24.2,..,..,..,23.4,..,..,..,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Gibraltar,GIB,..,..,..,..,..,..,..,..,..,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Greece,GRC,23.1,23.1,22.1,21.4,21.2,20.2,18.5,17.9,..,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Greenland,GRL,..,..,..,..,..,..,..,..,..,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Grenada,GRD,..,..,..,..,..,..,..,..,..,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Guam,GUM,..,..,..,..,..,..,..,..,..,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Guatemala,GTM,..,..,..,59.3,..,..,..,..,..,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Guinea,GIN,..,..,..,..,..,..,..,43.7,..,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Guinea-Bissau,GNB,..,..,..,..,..,..,..,..,..,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Guyana,GUY,..,..,..,..,..,..,..,..,..,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Haiti,HTI,..,58.5,..,..,..,..,..,..,..,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Honduras,HND,..,..,..,50.2,52.2,49.7,49.8,48.3,..,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,"Hong Kong SAR, China",HKG,..,..,..,..,..,..,..,..,..,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Hungary,HUN,..,..,..,..,14.5,13.4,12.8,12.3,..,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Iceland,ISL,7.9,9.3,7.9,9.2,8.8,10.1,8.8,..,..,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,India,IND,21.9,..,..,..,..,..,..,..,..,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Indonesia,IDN,12.5,12,11.4,11.3,11.2,10.9,10.6,9.8,9.4,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,"Iran, Islamic Rep.",IRN,..,..,..,..,..,..,..,..,..,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Iraq,IRQ,..,18.9,..,..,..,..,..,..,..,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Ireland,IRL,16.3,15.7,16.8,16.2,16.8,15.6,14.9,13.1,..,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Isle of Man,IMN,..,..,..,..,..,..,..,..,..,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Israel,ISR,..,..,..,..,..,..,..,..,..,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Italy,ITA,19.5,19.3,19.4,19.9,20.6,20.3,20.3,20.1,..,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Jamaica,JAM,..,19.9,..,..,..,..,..,..,..,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Japan,JPN,..,..,..,..,..,..,..,..,..,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Jordan,JOR,..,..,..,..,..,..,..,15.7,..,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Kazakhstan,KAZ,..,..,..,..,..,..,..,4.3,..,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Kenya,KEN,..,..,..,..,36.1,..,..,..,..,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Kiribati,KIR,..,..,..,..,..,..,..,..,..,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,"Korea, Dem. People's Rep.",PRK,..,..,..,..,..,..,..,..,..,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,"Korea, Rep.",KOR,..,..,..,..,..,..,..,..,..,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Kosovo,XKX,..,22.9,17.6,21.1,17.6,..,..,..,..,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Kuwait,KWT,..,..,..,..,..,..,..,..,..,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Kyrgyz Republic,KGZ,36.8,38,37,30.6,32.1,25.4,25.6,22.4,20.1,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Lao PDR,LAO,..,..,..,..,..,..,..,18.3,..,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Latvia,LVA,..,..,..,..,21.8,22.1,23.3,22.9,..,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Lebanon,LBN,27.4,..,..,..,..,..,..,..,..,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Lesotho,LSO,..,..,..,..,..,..,49.7,..,..,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Liberia,LBR,..,..,..,54.1,..,50.9,..,..,..,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Libya,LBY,..,..,..,..,..,..,..,..,..,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Liechtenstein,LIE,..,..,..,..,..,..,..,..,..,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Lithuania,LTU,..,..,..,..,21.9,22.9,22.9,20.6,..,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Luxembourg,LUX,..,..,..,..,15.8,16.4,16.7,17.5,..,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,"Macao SAR, China",MAC,..,..,..,..,..,..,..,..,..,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Madagascar,MDG,..,70.7,..,..,..,..,..,..,..,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Malawi,MWI,..,..,..,..,..,51.5,..,..,..,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Malaysia,MYS,..,..,..,..,7.6,..,..,5.6,..,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Maldives,MDV,..,..,..,..,..,8.2,..,..,..,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Mali,MLI,45.4,..,47.1,46.9,47.2,46.8,44.9,43.8,42.1,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Malta,MLT,15.1,15.8,15.8,16.6,16.5,16.7,16.8,17.1,..,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Marshall Islands,MHL,..,..,..,..,..,..,..,..,..,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Mauritania,MRT,..,..,..,31,..,..,..,..,..,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Mauritius,MUS,..,7.9,..,..,..,..,10.3,..,..,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Mexico,MEX,..,45.5,..,46.2,..,43.6,..,41.9,..,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,"Micronesia, Fed. Sts.",FSM,..,..,41.2,..,..,..,..,..,..,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Moldova,MDA,..,..,..,11.4,9.6,9.5,10.1,7.3,..,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Monaco,MCO,..,..,..,..,..,..,..,..,..,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Mongolia,MNG,33.7,27.4,..,21.6,..,29.6,..,28.4,..,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Montenegro,MNE,..,25.2,24.1,24.4,24,23.6,23.8,24.5,..,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Morocco,MAR,..,..,4.8,..,..,..,..,..,..,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Mozambique,MOZ,..,..,..,46.1,..,..,..,..,..,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Myanmar,MMR,..,..,..,..,32.1,..,24.8,..,..,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Namibia,NAM,..,..,..,..,17.4,..,..,..,..,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Nauru,NRU,..,..,..,..,..,..,..,..,..,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Nepal,NPL,..,..,..,..,..,..,..,..,..,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Netherlands,NLD,..,..,..,..,12.7,13.2,13.3,13.2,13.6,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,New Caledonia,NCL,..,..,..,..,..,..,..,..,..,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,New Zealand,NZL,..,..,..,..,..,..,..,..,..,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Nicaragua,NIC,..,..,..,29.6,..,24.9,..,..,..,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Niger,NER,..,..,..,..,..,..,..,40.8,..,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Nigeria,NGA,..,..,..,..,..,..,..,40.1,..,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,North Macedonia,MKD,26.2,24.2,22.1,21.5,21.9,22.2,21.9,21.6,..,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Northern Mariana Islands,MNP,..,..,..,..,..,..,..,..,..,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Norway,NOR,10,10.9,10.9,11.9,12.2,12.3,12.9,12.7,..,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Oman,OMN,..,..,..,..,..,..,..,..,..,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Pakistan,PAK,36.3,..,29.5,..,24.3,..,..,..,..,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Palau,PLW,..,..,..,..,..,..,..,..,..,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Panama,PAN,27.6,26.5,25.8,25.6,23,22.1,..,..,..,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Papua New Guinea,PNG,..,..,..,..,..,..,..,..,..,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Paraguay,PRY,37,31.4,28,27.2,26.6,28.9,26.4,24.2,23.5,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Peru,PER,27.8,25.8,23.9,22.7,21.8,20.7,21.7,20.5,20.2,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Philippines,PHL,..,25.2,..,..,23.5,..,..,16.7,..,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Poland,POL,17.1,17.3,17,17.6,17.3,15,14.8,15.4,..,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Portugal,PRT,17.9,18.7,19.5,19.5,19,18.3,17.3,17.2,..,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Puerto Rico,PRI,..,..,..,..,..,..,..,..,..,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Qatar,QAT,..,..,..,..,..,..,..,..,..,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Romania,ROU,22.9,23,25.1,25.4,25.3,23.6,23.5,23.8,..,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Russian Federation,RUS,12.7,10.7,10.8,11.2,13.3,13.3,13.2,12.6,..,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Rwanda,RWA,..,..,39.1,..,..,38.2,..,..,..,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Samoa,WSM,..,..,20.3,..,..,..,..,..,..,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,San Marino,SMR,..,..,..,..,..,..,..,..,..,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Sao Tome and Principe,STP,..,..,..,..,..,..,66.7,..,..,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Saudi Arabia,SAU,..,..,..,..,..,..,..,..,..,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Senegal,SEN,46.7,..,..,..,..,..,..,..,..,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Serbia,SRB,..,24.5,25,26.7,25.9,25.7,24.3,23.2,..,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Seychelles,SYC,..,..,39.3,..,..,..,..,25.3,..,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Sierra Leone,SLE,..,..,..,..,..,..,..,56.8,..,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Singapore,SGP,..,..,..,..,..,..,..,..,..,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Sint Maarten (Dutch part),SXM,..,..,..,..,..,..,..,..,..,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Slovak Republic,SVK,13.2,12.8,12.6,12.3,12.7,12.4,12.2,11.9,..,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Slovenia,SVN,..,..,..,..,13.9,13.3,13.3,12,..,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Solomon Islands,SLB,..,12.7,..,..,..,..,..,..,..,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Somalia,SOM,..,..,..,..,..,..,..,..,..,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,South Africa,ZAF,..,..,..,55.5,..,..,..,..,..,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,South Sudan,SSD,..,50.1,..,55.1,65.6,76.4,..,..,..,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Spain,ESP,20.8,20.4,22.2,22.1,22.3,21.6,21.5,20.7,..,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Sri Lanka,LKA,..,6.7,..,..,..,4.1,..,..,..,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,St. Kitts and Nevis,KNA,..,..,..,..,..,..,..,..,..,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,St. Lucia,LCA,..,..,..,..,..,25,..,..,..,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,St. Martin (French part),MAF,..,..,..,..,..,..,..,..,..,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,St. Vincent and the Grenadines,VCT,..,..,..,..,..,..,..,..,..,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Sudan,SDN,..,..,..,..,..,..,..,..,..,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Suriname,SUR,..,..,..,..,..,..,..,..,..,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Sweden,SWE,15.2,16,15.6,16.3,16.2,15.8,16.4,17.1,..,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Switzerland,CHE,15.9,14.5,13.8,15.6,14.7,15.5,14.6,16,..,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Syrian Arab Republic,SYR,..,..,..,..,..,..,..,..,..,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Tajikistan,TJK,..,..,34.3,32,31.3,30.3,29.5,27.4,26.3,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Tanzania,TZA,28.2,..,..,..,..,..,26.4,..,..,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Thailand,THA,13.2,12.6,10.9,10.5,7.2,8.6,7.9,9.9,..,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Timor-Leste,TLS,..,..,..,41.8,..,..,..,..,..,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Togo,TGO,58.7,..,..,..,55.1,..,..,..,..,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Tonga,TON,..,..,..,..,..,..,..,..,..,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Trinidad and Tobago,TTO,..,..,..,..,..,..,..,..,..,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Tunisia,TUN,..,..,..,..,15.2,..,..,..,..,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Turkey,TUR,16.3,15,15,14.7,14.3,13.5,13.9,14.4,..,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Turkmenistan,TKM,..,..,..,..,..,..,..,..,..,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Turks and Caicos Islands,TCA,..,..,..,..,..,..,..,..,..,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Tuvalu,TUV,..,..,..,..,..,..,..,..,..,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Uganda,UGA,..,19.7,..,..,..,21.4,..,..,..,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Ukraine,UKR,7.8,9,8.3,8.6,6.4,3.8,2.4,1.3,1.1,..
